5018, 1, swing up, -2.89, 2.46, -2.87, 2.50, -3.77, -7.09, -0.10, 254.50
5024, 1, swing up, -2.92, 2.42, -2.89, 2.46, -4.73, -5.24, -0.10, 254.45
5030, 1, swing up, -2.94, 2.39, -2.92, 2.42, -4.03, -6.58, -0.10, 254.48
5037, 1, swing up, -2.97, 2.35, -2.94, 2.39, -3.62, -5.15, -0.10, 254.44
5043, 1, swing up, -3.00, 2.32, -2.97, 2.35, -4.11, -4.22, -0.10, 254.42
5049, 1, swing up, -3.03, 2.28, -3.00, 2.32, -4.54, -5.82, -0.10, 254.46
5056, 1, swing up, -3.05, 2.25, -3.03, 2.28, -4.79, -5.11, -0.10, 254.44
5062, 1, swing up, -3.09, 2.23, -3.05, 2.25, -5.24, -4.28, -0.10, 254.42
5068, 1, swing up, -3.12, 2.20, -3.09, 2.23, -5.11, -4.60, -0.10, 254.43
5074, 1, swing up, 3.14, 2.17, -3.12, 2.20, 1042.15, -4.47, 59.63, 254.42
5081, 1, swing up, 3.10, 2.15, 3.14, 2.17, -4.60, -3.18, -0.10, 254.39
5087, 1, swing up, 3.07, 2.13, 3.10, 2.15, -5.05, -3.64, -0.10, 254.40
5093, 1, swing up, 3.04, 2.11, 3.07, 2.13, -5.05, -3.58, -0.10, 254.40
5099, 1, swing up, 3.01, 2.09, 3.04, 2.11, -5.24, -2.88, -0.10, 254.38
5105, 1, swing up, 2.98, 2.07, 3.01, 2.09, -5.37, -2.75, -0.10, 254.38
5111, 1, swing up, 2.95, 2.06, 2.98, 2.07, -5.05, -3.07, -0.10, 254.38
5117, 1, swing up, 2.92, 2.04, 2.95, 2.06, -5.56, -1.98, -0.10, 254.35
5124, 1, swing up, 2.88, 2.03, 2.92, 2.04, -4.88, -1.42, -0.10, 254.34
5130, 1, swing up, 2.85, 2.02, 2.88, 2.03, -5.24, -2.36, -0.10, 254.36
5136, 1, swing up, 2.82, 2.01, 2.85, 2.02, -5.50, -1.73, -0.10, 254.35
5142, 1, swing up, 2.78, 2.00, 2.82, 2.01, -5.69, -1.34, -0.10, 254.34
5148, 1, swing up, 2.75, 1.99, 2.78, 2.00, -5.31, -1.92, -0.10, 254.35
5154, 1, swing up, 2.72, 1.98, 2.75, 1.99, -5.18, -1.28, -0.10, 254.33
5160, 1, swing up, 2.69, 1.98, 2.72, 1.98, -5.31, -0.96, -0.09, 254.33
5167, 1, swing up, 2.66, 1.97, 2.69, 1.98, -4.16, -1.15, -0.09, 254.33
5173, 1, swing up, 2.63, 1.96, 2.66, 1.97, -4.79, -0.83, -0.09, 254.32
5179, 1, swing up, 2.60, 1.96, 2.63, 1.96, -4.60, -0.96, -0.09, 254.33
5185, 1, swing up, 2.58, 1.95, 2.60, 1.96, -4.41, -1.15, -0.09, 254.33
5191, 1, swing up, 2.55, 1.95, 2.58, 1.95, -4.41, -0.70, -0.09, 254.32
5197, 1, swing up, 2.53, 1.94, 2.55, 1.95, -4.03, -1.09, -0.09, 254.33
5203, 1, swing up, 2.50, 1.94, 2.53, 1.94, -3.96, -0.83, -0.09, 254.32
